Alias,Women Count,Men Count,Total Voters,Turnout,Perc Turnout,GD Share of the turnout,GD vote count,GD share of the perc turnout,
00.18.06,613,530,1143,568,0.5,0.39437,224,0.195975503,
00.18.07,263,204,467,222,0.48,0.73874,164,0.35117773,
00.18.08,660,631,1291,752,0.58,0.56117,422,0.326878389,
00.18.09,145,145,290,127,0.44,0.67717,86,0.296551724,
00.18.10,676,727,1403,806,0.57,0.48139,388,0.276550249,
00.18.11,618,594,1212,663,0.55,0.51282,340,0.280528053,
00.18.12,401,402,803,478,0.6,0.62762,300,0.373599004,
00.18.13,102,186,288,182,0.63,0.58242,106,0.368055556,
00.18.14,498,513,1011,633,0.63,0.59242,375,0.370919881,
00.18.15,167,196,363,254,0.7,0.63386,161,0.443526171,
00.18.16,559,522,1081,576,0.53,0.71007,409,0.378353377,
00.18.17,1301,1169,2470,1308,0.53,0.41667,545,0.220647773,
00.18.18,1032,956,1988,1064,0.54,0.51692,550,0.27665996,
00.18.19,246,242,488,280,0.57,0.65,182,0.37295082,
00.18.20,120,158,278,181,0.65,0.65746,119,0.428057554,
00.18.21,715,655,1370,568,0.41,0.72359,411,0.3,
00.18.22,453,395,848,330,0.39,0.68182,225,0.265330189,
00.18.23,771,675,1446,773,0.53,0.52135,403,0.278699862,
00.18.24,714,727,1441,837,0.58,0.45998,385,0.267175573,
00.19.01,602,533,1135,617,0.54,0.54619,337,0.2969163,
00.19.02,595,540,1135,657,0.58,0.55708,366,0.32246696,
00.19.03,228,200,428,301,0.7,0.57475,173,0.404205607,
00.19.04,124,124,248,156,0.63,0.60897,95,0.383064516,
00.19.05,132,141,273,149,0.55,0.49664,74,0.271062271,
00.19.06,94,87,181,125,0.69,0.592,74,0.408839779,
00.19.07,43,64,107,77,0.72,0.74026,57,0.53271028,
00.19.08,284,265,549,343,0.62,0.55394,190,0.346083789,
00.19.09,299,323,622,312,0.5,0.55769,174,0.279742765,
00.19.10,101,119,220,131,0.6,0.59542,78,0.354545455,
00.19.11,355,422,777,461,0.59,0.62256,287,0.369369369,
00.19.12,440,441,881,507,0.58,0.57002,289,0.328036322,
00.19.13,149,144,293,228,0.78,0.85965,196,0.66894198,
00.19.14,141,185,326,203,0.62,0.82266,167,0.512269939,
00.19.15,179,194,373,246,0.66,0.69106,170,0.455764075,
00.19.16,292,267,559,314,0.56,0.6879,216,0.386404293,
00.19.17,363,386,749,502,0.67,0.61753,310,0.41388518,
00.19.18,117,119,236,138,0.58,0.58696,81,0.343220339,
00.19.19,385,390,775,536,0.69,0.70896,380,0.490322581,
00.19.20,512,418,930,522,0.56,0.61303,320,0.344086022,
00.20.01,1081,902,1983,1265,0.64,0.43004,544,0.27433182,
00.20.02,696,691,1387,713,0.51,0.47546,339,0.244412401,
00.20.03,895,717,1612,955,0.59,0.43037,411,0.254962779,
00.20.04,1179,953,2132,1325,0.62,0.41811,554,0.259849906,
00.20.05,797,617,1414,917,0.65,0.42748,392,0.277227723,
00.20.06,775,644,1419,903,0.64,0.44075,398,0.280479211,
00.20.07,773,663,1436,895,0.62,0.42346,379,0.263927577,
00.20.08,759,601,1360,773,0.57,0.44761,346,0.254411765,
00.20.09,689,514,1203,768,0.64,0.42318,325,0.270157938,
00.20.10,1784,1381,3165,1620,0.51,0.3963,642,0.202843602,
00.20.11,1485,1128,2613,1478,0.57,0.42152,623,0.238423268,
00.20.12,950,750,1700,877,0.52,0.49943,438,0.257647059,
00.20.13,893,812,1705,936,0.55,0.47436,444,0.260410557,
00.20.14,893,772,1665,936,0.56,0.44338,415,0.249249249,
00.20.15,581,473,1054,627,0.59,0.35407,222,0.210626186,
00.20.16,1149,943,2092,1256,0.6,0.41959,527,0.251912046,
00.20.17,1089,945,2034,1154,0.57,0.44887,518,0.2546706,
00.20.18,713,536,1249,762,0.61,0.44094,336,0.269015212,
00.20.19,731,566,1297,778,0.6,0.44859,349,0.269082498,
00.20.20,739,604,1343,748,0.56,0.43182,323,0.240506329,
00.20.21,836,696,1532,902,0.59,0.43016,388,0.253263708,
00.20.22,732,561,1293,764,0.59,0.39136,299,0.231245166,
00.20.23,1242,972,2214,1235,0.56,0.38704,478,0.215898826,
00.20.24,1343,900,2243,1308,0.58,0.43502,569,0.25367811,
00.20.25,1435,1137,2572,1314,0.51,0.42161,554,0.215396579,
00.20.26,663,496,1159,662,0.57,0.42447,281,0.242450388,
00.20.27,784,617,1401,834,0.6,0.44844,374,0.266952177,
00.20.28,619,504,1123,639,0.57,0.40219,257,0.228851291,
00.20.29,1604,1357,2961,1634,0.55,0.35496,580,0.19587977,
00.20.30,1532,1273,2805,1511,0.54,0.41032,620,0.221033868,
00.20.31,1332,1098,2430,1326,0.55,0.37632,499,0.205349794,
00.20.32,657,568,1225,670,0.55,0.43731,293,0.239183673,
00.20.33,904,755,1659,862,0.52,0.39907,344,0.207353828,
00.20.34,1373,1110,2483,1296,0.52,0.40432,524,0.211035038,
00.20.35,1185,992,2177,1216,0.56,0.41694,507,0.232889297,
00.20.36,1414,1225,2639,1509,0.57,0.38834,586,0.222053808,
00.20.37,1330,1096,2426,1356,0.56,0.39971,542,0.223413026,
00.20.38,1462,1284,2746,1537,0.56,0.41314,635,0.231245448,
00.20.39,702,604,1306,762,0.58,0.4042,308,0.235834609,
00.20.40,1213,1059,2272,1325,0.58,0.3834,508,0.223591549,
00.20.41,509,440,949,619,0.65,0.40549,251,0.264488936,
00.20.42,815,629,1444,798,0.55,0.38722,309,0.21398892,
00.20.43,722,585,1307,786,0.6,0.42112,331,0.253251721,
00.20.44,712,589,1301,767,0.59,0.35724,274,0.210607225,
00.20.45,907,690,1597,852,0.53,0.37324,318,0.199123356,
00.20.46,1267,970,2237,1309,0.59,0.3919,513,0.229324989,
00.20.47,1290,991,2281,1267,0.56,0.42226,535,0.234546252,
00.20.48,1379,1132,2511,1456,0.58,0.35783,521,0.207487057,
00.20.49,1448,1163,2611,1478,0.57,0.39107,578,0.221371122,
00.20.50,1392,1149,2541,1295,0.51,0.37838,490,0.192837466,
00.20.51,1183,947,2130,1331,0.62,0.44553,593,0.278403756,
00.20.52,1348,1101,2449,1468,0.6,0.41144,604,0.246631278,
00.20.53,718,585,1303,715,0.55,0.33706,241,0.18495779,
00.20.54,689,581,1270,748,0.59,0.42246,316,0.248818898,
00.20.55,733,562,1295,754,0.58,0.36605,276,0.213127413,
00.20.56,1182,967,2149,1240,0.58,0.37984,471,0.219171708,
00.20.57,1346,1060,2406,1351,0.56,0.41007,554,0.230257689,
00.20.58,0,0,0,215,0,0.68837,148,0,
00.20.59,0,0,0,132,0,0.84091,111,0,
00.20.60,0,0,0,93,0,0.87097,81,0,
00.20.61,0,0,0,238,0,0.77311,184,0,
00.21.01,1398,1332,2730,823,0.3,0.72296,595,0.217948718,
00.21.02,1182,1108,2290,753,0.33,0.7251,546,0.238427948,
00.21.03,1326,988,2314,787,0.34,0.62008,488,0.210890233,
00.21.04,1481,1286,2767,927,0.34,0.56311,522,0.18865197,
00.21.05,1233,1115,2348,969,0.41,0.72343,701,0.298551959,
00.21.06,1172,972,2144,414,0.19,0.75362,312,0.145522388,
00.21.07,816,687,1503,363,0.24,0.83471,303,0.201596806,
00.21.08,698,648,1346,764,0.57,0.55366,423,0.314264487,
00.21.09,602,632,1234,857,0.69,0.72695,623,0.504862237,
00.21.10,233,214,447,298,0.67,0.67785,202,0.451901566,
00.21.11,106,93,199,151,0.76,0.6755,102,0.512562814,
00.21.12,95,85,180,76,0.42,0.47368,36,0.2,
00.21.13,575,538,1113,641,0.58,0.5429,348,0.312668464,
00.21.14,622,618,1240,733,0.59,0.54161,397,0.32016129,
00.21.15,829,742,1571,958,0.61,0.5167,495,0.315085933,
00.21.16,1148,1133,2281,968,0.42,0.81921,793,0.347654537,
00.21.17,737,749,1486,994,0.67,0.7002,696,0.468371467,
00.21.18,286,274,560,433,0.77,0.83603,362,0.646428571,
00.21.19,689,595,1284,371,0.29,0.74663,277,0.215732087,
00.21.20,1512,1269,2781,668,0.24,0.50898,340,0.122258181,
00.21.21,493,410,903,521,0.58,0.63724,332,0.367663344,
00.21.22,689,607,1296,707,0.55,0.58416,413,0.31867284,
00.21.23,156,153,309,170,0.55,0.61176,104,0.336569579,
00.21.24,776,705,1481,808,0.55,0.73762,596,0.40243079,
00.21.25,556,560,1116,748,0.67,0.7607,569,0.509856631,
00.21.26,468,437,905,602,0.67,0.7093,427,0.471823204,
00.21.27,708,748,1456,943,0.65,0.71474,674,0.462912088,
00.21.28,361,350,711,425,0.6,0.66353,282,0.396624473,
00.21.29,641,646,1287,785,0.61,0.72739,571,0.443667444,
00.21.30,91,99,190,120,0.63,0.61667,74,0.389473684,
00.21.31,469,420,889,486,0.55,0.54527,265,0.298087739,
00.21.32,1178,990,2168,602,0.28,0.80731,486,0.224169742,
00.21.33,679,779,1458,603,0.41,0.79768,481,0.329903978,
00.21.34,669,695,1364,879,0.64,0.6587,579,0.424486804,
00.21.35,677,679,1356,796,0.59,0.61809,492,0.362831858,
00.21.36,35,44,79,62,0.78,0.70968,44,0.556962025,
00.21.37,564,599,1163,735,0.63,0.62721,461,0.39638865,
00.21.38,608,601,1209,759,0.63,0.64559,490,0.405293631,
00.21.39,769,778,1547,1001,0.65,0.65335,654,0.422753717,
00.21.40,515,518,1033,552,0.53,0.68478,378,0.365924492,
00.21.41,872,829,1701,529,0.31,0.74858,396,0.232804233,
00.21.42,933,869,1802,527,0.29,0.6926,365,0.202552719,
00.21.43,1203,1057,2260,544,0.24,0.69669,379,0.167699115,
00.21.44,1324,1325,2649,797,0.3,0.69887,557,0.210268026,
00.21.45,1050,1078,2128,641,0.3,0.79251,508,0.238721805,
00.21.46,769,751,1520,980,0.64,0.66429,651,0.428289474,
00.21.47,906,870,1776,788,0.44,0.63452,500,0.281531532,
00.21.48,522,537,1059,511,0.48,0.6771,346,0.326723324,
00.21.49,479,445,924,399,0.43,0.75689,302,0.326839827,
00.21.50,511,470,981,424,0.43,0.75,318,0.324159021,
00.21.51,571,513,1084,464,0.43,0.82974,385,0.355166052,
00.21.52,774,523,1297,585,0.45,0.55043,322,0.248265227,
00.21.53,631,720,1351,584,0.43,0.82534,482,0.356772761,
00.22.01,1419,1302,2721,931,0.34,0.74758,696,0.255788313,
00.22.02,1323,1153,2476,807,0.33,0.65923,532,0.214862682,
00.22.03,1521,1333,2854,1064,0.37,0.7641,813,0.28486335,
00.22.04,1447,1172,2619,878,0.34,0.7164,629,0.240168003,
00.22.05,716,658,1374,580,0.42,0.78448,455,0.331149927,
00.22.06,884,884,1768,483,0.27,0.7619,368,0.208144796,
00.22.07,1413,1414,2827,1121,0.4,0.8314,932,0.329678104,
00.22.08,734,717,1451,988,0.68,0.95243,941,0.648518263,
00.22.09,413,372,785,324,0.41,0.94136,305,0.388535032,
00.22.10,1070,1029,2099,795,0.38,0.87799,698,0.332539304,
00.22.11,161,153,314,156,0.5,0.64103,100,0.318471338,
00.22.12,1459,1499,2958,1105,0.37,0.92217,1019,0.34448952,
00.22.13,866,942,1808,622,0.34,0.64952,404,0.223451327,
00.22.14,1255,1190,2445,871,0.36,0.80482,701,0.286707566,
00.22.15,720,738,1458,435,0.3,0.82529,359,0.246227709,
00.22.16,753,792,1545,526,0.34,0.81749,430,0.278317152,
00.22.17,647,596,1243,427,0.34,0.82201,351,0.282381335,
00.22.18,855,845,1700,903,0.53,0.90033,813,0.478235294,
00.22.19,359,370,729,355,0.49,0.87887,312,0.427983539,
00.22.20,113,135,248,142,0.57,0.73944,105,0.423387097,
00.22.21,624,599,1223,804,0.66,0.72637,584,0.477514309,
00.22.22,579,587,1166,655,0.56,0.85802,562,0.481989708,
00.22.23,619,630,1249,396,0.32,0.61616,244,0.195356285,
00.22.24,371,406,777,398,0.51,0.68844,274,0.352638353,
00.22.25,570,584,1154,444,0.38,0.62162,276,0.239168111,
00.22.26,778,739,1517,857,0.56,0.64877,556,0.366512854,
00.22.27,520,594,1114,765,0.69,0.76732,587,0.526929982,
00.22.28,643,655,1298,618,0.48,0.73139,452,0.348228043,
00.22.29,795,802,1597,955,0.6,0.80419,768,0.480901691,
00.22.30,696,711,1407,691,0.49,0.78726,544,0.386638237,
00.22.31,812,805,1617,1095,0.68,0.76621,839,0.51886209,
00.22.32,531,524,1055,611,0.58,0.64321,393,0.372511848,
00.22.33,273,270,543,369,0.68,0.80759,298,0.548802947,
00.22.34,558,511,1069,450,0.42,0.87778,395,0.36950421,
00.22.35,670,542,1212,362,0.3,0.79006,286,0.235973597,
00.22.36,662,621,1283,350,0.27,0.78286,274,0.213561964,
00.22.37,743,832,1575,599,0.38,0.80634,483,0.306666667,
00.22.38,615,656,1271,514,0.4,0.85992,442,0.347757671,
00.22.39,466,516,982,411,0.42,0.87105,358,0.364562118,
00.22.40,716,687,1403,593,0.42,0.90725,538,0.383464006,
00.22.41,819,771,1590,463,0.29,0.76674,355,0.22327044,
00.22.42,645,571,1216,718,0.59,0.86072,618,0.508223684,
00.22.43,644,601,1245,436,0.35,0.74771,326,0.26184739,
00.22.44,764,758,1522,635,0.42,0.83465,530,0.348226018,
00.22.45,171,175,346,179,0.52,0.82123,147,0.424855491,
00.22.46,493,531,1024,385,0.38,0.68571,264,0.2578125,
00.22.47,529,482,1011,412,0.41,0.6699,276,0.272997033,
00.22.48,745,766,1511,538,0.36,0.79554,428,0.283256122,
00.22.49,793,813,1606,559,0.35,0.89267,499,0.310709838,
00.22.50,766,722,1488,450,0.3,0.79778,359,0.241263441,
00.22.51,480,477,957,366,0.38,0.7377,270,0.282131661,
00.22.52,608,610,1218,419,0.34,0.78282,328,0.269293924,
00.22.53,553,524,1077,511,0.47,0.91389,467,0.433611885,
00.22.54,427,445,872,383,0.44,0.7389,283,0.324541284,
00.22.55,723,716,1439,554,0.38,0.62635,347,0.24113968,
00.22.56,670,678,1348,460,0.34,0.85217,392,0.290801187,
00.22.57,480,492,972,409,0.42,0.73105,299,0.307613169,
00.22.58,722,713,1435,457,0.32,0.78337,358,0.249477352,
00.22.59,618,640,1258,577,0.46,0.83362,481,0.382352941,
00.22.60,228,209,437,333,0.76,0.87688,292,0.66819222,
00.22.61,327,292,619,503,0.81,0.93638,471,0.760904685,
00.22.62,247,239,486,245,0.5,0.73061,179,0.368312757,
00.22.63,67,85,152,126,0.83,0.92857,117,0.769736842,
00.22.64,299,308,607,409,0.67,0.82885,339,0.558484349,
00.22.65,250,262,512,293,0.57,0.77474,227,0.443359375,
00.22.66,595,649,1244,636,0.51,0.80189,510,0.409967846,
00.22.67,550,544,1094,392,0.36,0.57653,226,0.206581353,
00.22.68,95,94,189,178,0.94,0.94382,168,0.888888889,
00.22.69,778,865,1643,0,0,0,0,0,
00.22.70,408,454,862,741,0.86,0.73549,545,0.63225058,
00.22.71,563,582,1145,809,0.71,0.86527,700,0.611353712,
00.22.72,437,456,893,320,0.36,0.86875,278,0.31131019,
00.22.73,606,549,1155,440,0.38,0.7,308,0.266666667,
00.22.74,700,683,1383,690,0.5,0.87536,604,0.436731743,
00.22.75,508,487,995,385,0.39,0.78182,301,0.302512563,
00.22.76,451,352,803,325,0.4,0.77846,253,0.315068493,
00.22.77,271,226,497,292,0.59,0.89041,260,0.523138833,
00.22.78,83,83,166,119,0.72,0.90756,108,0.65060241,
00.22.79,700,697,1397,538,0.39,0.84758,456,0.326413744,
00.22.80,503,538,1041,441,0.42,0.8254,364,0.349663785,
00.22.81,579,604,1183,622,0.53,0.87621,545,0.460693153,
00.23.01,1062,958,2020,1239,0.61,0.68281,846,0.418811881,
00.23.02,1343,1174,2517,1500,0.6,0.682,1023,0.406436234,
00.23.03,1389,1269,2658,1605,0.6,0.7134,1145,0.430775019,
00.23.04,650,590,1240,748,0.6,0.72059,539,0.434677419,
00.23.05,150,164,314,225,0.72,0.67111,151,0.48089172,
00.23.06,294,276,570,391,0.69,0.80818,316,0.554385965,
00.23.07,81,96,177,106,0.6,0.93396,99,0.559322034,
00.23.08,546,596,1142,475,0.42,0.74105,352,0.308231173,
00.23.09,308,344,652,369,0.57,0.79675,294,0.450920245,
00.23.10,1352,1369,2721,1168,0.43,0.96147,1123,0.412715913,
00.23.11,601,628,1229,577,0.47,0.94801,547,0.445077299,
00.23.12,926,1009,1935,744,0.38,0.90726,675,0.348837209,
00.23.13,322,275,597,225,0.38,0.74222,167,0.279731993,
00.23.14,429,432,861,397,0.46,0.80353,319,0.370499419,
00.23.15,232,257,489,182,0.37,0.82418,150,0.306748466,
00.23.16,146,162,308,206,0.67,0.78155,161,0.522727273,
00.23.17,605,619,1224,496,0.41,0.88911,441,0.360294118,
00.23.18,253,250,503,203,0.4,0.75369,153,0.30417495,
00.23.19,731,698,1429,609,0.43,0.9064,552,0.386284115,
00.23.20,390,385,775,401,0.52,0.95511,383,0.494193548,
00.23.21,323,306,629,324,0.52,0.8642,280,0.445151033,
00.23.22,901,964,1865,652,0.35,0.95245,621,0.332975871,
00.23.23,1414,1291,2705,987,0.36,0.76393,754,0.278743068,
00.23.24,1406,1302,2708,1043,0.39,0.8303,866,0.319793205,
00.23.25,237,238,475,194,0.41,0.76289,148,0.311578947,
00.23.26,1564,1472,3036,764,0.25,0.83901,641,0.21113307,
00.23.27,1193,1130,2323,579,0.25,0.84629,490,0.210934137,
00.23.28,686,656,1342,593,0.44,0.90556,537,0.400149031,
00.23.29,210,229,439,134,0.31,0.57463,77,0.175398633,
00.23.30,165,160,325,170,0.52,0.79412,135,0.415384615,
00.23.31,126,131,257,123,0.48,0.79675,98,0.381322957,
00.23.32,589,656,1245,846,0.68,0.75768,641,0.514859438,
00.23.33,421,434,855,371,0.43,0.95148,353,0.412865497,
00.23.34,519,580,1099,508,0.46,0.85236,433,0.39399454,
00.23.35,159,189,348,262,0.75,0.78244,205,0.58908046,
00.23.36,306,324,630,209,0.33,0.83254,174,0.276190476,
00.23.37,139,132,271,173,0.64,0.92486,160,0.590405904,
00.23.38,755,661,1416,859,0.61,0.78463,674,0.475988701,
00.23.39,748,683,1431,892,0.62,0.8139,726,0.507337526,
00.23.40,744,669,1413,818,0.58,0.8154,667,0.472045294,
00.23.41,457,449,906,674,0.74,0.83234,561,0.619205298,
00.23.42,660,710,1370,570,0.42,0.94561,539,0.393430657,
00.23.43,340,346,686,172,0.25,0.78488,135,0.196793003,
00.23.44,221,225,446,268,0.6,0.76866,206,0.461883408,
00.23.45,111,112,223,117,0.52,0.94017,110,0.493273543,
00.23.46,63,70,133,77,0.58,0.83117,64,0.481203008,
00.23.47,256,261,517,157,0.3,0.65605,103,0.199226306,
00.23.48,291,293,584,266,0.46,0.86842,231,0.395547945,
00.23.49,127,120,247,79,0.32,0.92405,73,0.295546559,
00.23.50,190,181,371,146,0.39,0.74658,109,0.293800539,
00.23.51,632,735,1367,345,0.25,0.82609,285,0.208485735,
00.23.52,640,678,1318,340,0.26,0.86765,295,0.223823976,
00.24.01,572,515,1087,648,0.6,0.7284,472,0.434222631,
00.24.02,668,594,1262,758,0.6,0.65963,500,0.396196513,
00.24.03,301,332,633,302,0.48,0.95033,287,0.453396524,
00.24.04,698,662,1360,663,0.49,0.87934,583,0.428676471,
00.24.05,312,382,694,226,0.33,0.73451,166,0.239193084,
00.24.06,30,56,86,35,0.41,0.91429,32,0.372093023,
00.24.07,256,257,513,188,0.37,0.81383,153,0.298245614,
00.24.08,311,346,657,471,0.72,0.70488,332,0.505327245,
00.24.09,225,257,482,331,0.69,0.63142,209,0.433609959,
00.24.10,209,242,451,263,0.58,0.76046,200,0.44345898,
00.24.11,28,46,74,55,0.74,0.67273,37,0.5,
00.24.12,324,387,711,508,0.71,0.6752,343,0.482419128,
00.24.13,85,88,173,117,0.68,0.58974,69,0.398843931,
00.24.14,142,130,272,112,0.41,0.78571,88,0.323529412,
00.24.15,111,99,210,92,0.44,0.8913,82,0.39047619,
00.24.16,229,265,494,374,0.76,0.69786,261,0.528340081,
00.24.17,316,354,670,493,0.74,0.63895,315,0.470149254,
00.24.18,60,67,127,112,0.88,0.74107,83,0.653543307,
00.24.19,225,234,459,268,0.58,0.97388,261,0.568627451,
00.24.20,211,202,413,243,0.59,0.83539,203,0.491525424,
00.24.21,170,171,341,148,0.43,0.83108,123,0.360703812,
00.24.22,572,613,1185,621,0.52,0.66023,410,0.345991561,
00.24.23,56,45,101,56,0.55,0.60714,34,0.336633663,
00.24.24,388,369,757,353,0.47,0.64873,229,0.302509908,
00.24.25,147,169,316,122,0.39,0.68033,83,0.262658228,
00.24.26,199,182,381,177,0.46,0.86441,153,0.401574803,
00.24.27,7,22,29,36,1.24,0.83333,30,1.034482759,
00.24.28,209,204,413,163,0.39,0.88344,144,0.348668281,
00.24.29,330,367,697,292,0.42,0.69178,202,0.289813486,
00.24.30,72,91,163,63,0.39,0.69841,44,0.26993865,
00.24.31,150,148,298,51,0.17,0.7451,38,0.127516779,
00.24.32,321,360,681,562,0.83,0.85943,483,0.709251101,
00.24.33,17,20,37,32,0.86,0.6875,22,0.594594595,
00.24.34,13,10,23,28,1.22,0.82143,23,1,
00.24.35,131,102,233,131,0.56,0.74046,97,0.416309013,
00.24.36,126,128,254,124,0.49,0.79032,98,0.385826772,
00.24.37,117,144,261,150,0.57,0.92667,139,0.53256705,
00.24.38,248,227,475,206,0.43,0.8835,182,0.383157895,
00.24.39,353,348,701,323,0.46,0.82663,267,0.380884451,
00.24.40,93,99,192,116,0.6,0.93103,108,0.5625,
00.24.41,26,30,56,51,0.91,0.76471,39,0.696428571,
00.24.42,128,157,285,152,0.53,0.55263,84,0.294736842,
00.24.43,554,587,1141,482,0.42,0.6888,332,0.290972831,
00.24.44,165,136,301,118,0.39,0.83051,98,0.325581395,
00.24.45,152,146,298,146,0.49,0.77397,113,0.379194631,
00.24.46,231,217,448,154,0.34,0.72727,112,0.25,
00.24.47,177,157,334,190,0.57,0.78947,150,0.449101796,
00.24.48,327,292,619,430,0.69,0.84884,365,0.589660743,
00.24.49,148,174,322,232,0.72,0.77155,179,0.555900621,
00.24.50,445,453,898,443,0.49,0.67269,298,0.331848552,
00.25.01,1554,1423,2977,1217,0.41,0.64667,787,0.264360094,
00.25.02,275,268,543,192,0.35,0.625,120,0.220994475,
00.25.03,122,136,258,133,0.52,0.71429,95,0.368217054,
00.25.04,123,124,247,156,0.63,0.58974,92,0.372469636,
00.25.05,52,60,112,67,0.6,0.80597,54,0.482142857,
00.25.06,323,330,653,365,0.56,0.63836,233,0.356814701,
00.25.07,141,139,280,159,0.57,0.85535,136,0.485714286,
00.25.08,54,43,97,52,0.54,0.5,26,0.268041237,
00.25.09,93,93,186,79,0.42,0.63291,50,0.268817204,
00.25.10,341,366,707,196,0.28,0.67857,133,0.188118812,
00.25.11,165,176,341,184,0.54,0.84783,156,0.457478006,
00.25.12,131,155,286,167,0.58,0.56287,94,0.328671329,
00.25.13,152,169,321,144,0.45,0.61111,88,0.274143302,
00.25.14,118,119,237,119,0.5,0.47899,57,0.240506329,
00.25.15,33,47,80,46,0.58,0.73913,34,0.425,
00.25.16,366,337,703,327,0.47,0.72171,236,0.335704125,
00.25.17,118,152,270,117,0.43,0.52991,62,0.22962963,
00.25.18,170,204,374,160,0.43,0.7625,122,0.326203209,
00.25.19,110,146,256,101,0.39,0.63366,64,0.25,
00.25.20,256,241,497,227,0.46,0.80176,182,0.366197183,
00.25.21,306,320,626,292,0.47,0.71233,208,0.332268371,
00.25.22,429,327,756,362,0.48,0.94199,341,0.451058201,
00.25.23,179,156,335,206,0.61,0.88835,183,0.546268657,
00.25.24,312,306,618,260,0.42,0.62308,162,0.262135922,
00.25.25,336,303,639,280,0.44,0.675,189,0.295774648,
00.25.26,261,178,439,207,0.47,0.6715,139,0.316628702,
00.25.27,245,270,515,249,0.48,0.63855,159,0.308737864,
00.25.28,150,173,323,68,0.21,0.63235,43,0.133126935,
00.25.29,266,181,447,220,0.49,0.83182,183,0.409395973,
00.25.30,561,423,984,435,0.44,0.92644,403,0.409552846,
00.25.31,153,121,274,143,0.52,0.71329,102,0.372262774,
00.25.32,557,515,1072,386,0.36,0.75907,293,0.273320896,
00.25.33,202,216,418,270,0.65,0.64074,173,0.413875598,
00.25.34,484,308,792,369,0.47,0.82927,306,0.386363636,
00.25.35,184,205,389,241,0.62,0.59336,143,0.367609254,
00.25.36,97,106,203,125,0.62,0.496,62,0.305418719,
00.25.37,242,160,402,164,0.41,0.73171,120,0.298507463,
00.25.38,138,120,258,145,0.56,0.85517,124,0.480620155,
00.25.39,167,121,288,161,0.56,0.84472,136,0.472222222,
00.26.01,1493,1144,2637,1321,0.5,0.676,893,0.338642397,
00.26.02,510,365,875,497,0.57,0.66197,329,0.376,
00.26.03,265,231,496,251,0.51,0.6255,157,0.316532258,
00.26.04,516,457,973,608,0.62,0.64309,391,0.401849949,
00.26.05,490,429,919,531,0.58,0.67797,360,0.391730141,
00.26.06,82,64,146,88,0.6,0.85227,75,0.51369863,
00.26.07,554,444,998,705,0.71,0.49645,350,0.350701403,
00.26.08,677,679,1356,802,0.59,0.55112,442,0.325958702,
00.26.09,223,211,434,297,0.68,0.64646,192,0.442396313,
00.26.10,83,102,185,124,0.67,0.54839,68,0.367567568,
00.26.11,272,308,580,363,0.63,0.75482,274,0.472413793,
00.26.12,214,216,430,290,0.67,0.64138,186,0.43255814,
00.26.13,91,109,200,147,0.74,0.68707,101,0.505,
00.26.14,400,419,819,532,0.65,0.6109,325,0.396825397,
00.26.15,129,131,260,156,0.6,0.6859,107,0.411538462,
00.26.16,98,106,204,141,0.69,0.64539,91,0.446078431,
00.26.17,365,406,771,450,0.58,0.56222,253,0.328145266,
00.26.18,80,87,167,116,0.69,0.56034,65,0.389221557,
00.26.19,167,201,368,237,0.64,0.62025,147,0.399456522,
00.26.20,194,213,407,224,0.55,0.66964,150,0.368550369,
00.26.21,180,188,368,221,0.6,0.70588,156,0.423913043,
00.26.22,650,583,1233,567,0.46,0.66314,376,0.304947283,
00.26.23,393,355,748,311,0.42,0.78778,245,0.327540107,
00.26.24,197,168,365,246,0.67,0.69919,172,0.471232877,
00.26.25,39,38,77,66,0.86,0.95455,63,0.818181818,
00.26.26,156,152,308,246,0.8,0.87398,215,0.698051948,
00.26.27,162,176,338,217,0.64,0.89862,195,0.576923077,
00.26.28,49,47,96,59,0.61,0.83051,49,0.510416667,
00.26.29,223,244,467,297,0.64,0.83838,249,0.533190578,
00.26.30,170,162,332,237,0.71,0.81013,192,0.578313253,
00.26.31,71,73,144,82,0.57,0.86585,71,0.493055556,
00.26.32,19,33,52,35,0.67,0.68571,24,0.461538462,
00.26.33,212,195,407,232,0.57,0.88362,205,0.503685504,
00.26.34,88,85,173,121,0.7,0.8595,104,0.601156069,
00.26.35,133,158,291,160,0.55,0.73125,117,0.402061856,
00.26.36,87,122,209,116,0.56,0.68966,80,0.38277512,
00.26.37,221,245,466,277,0.59,0.57762,160,0.343347639,
00.26.38,200,204,404,250,0.62,0.532,133,0.329207921,
00.26.39,115,134,249,148,0.59,0.71622,106,0.425702811,
00.26.40,35,30,65,55,0.85,0.83636,46,0.707692308,
00.27.01,805,614,1419,1053,0.74,0.52991,558,0.393234672,
00.27.02,1190,989,2179,1308,0.6,0.53135,695,0.318953648,
00.27.03,362,274,636,423,0.67,0.59102,250,0.393081761,
00.27.04,606,536,1142,829,0.73,0.538,446,0.390542907,
00.27.05,849,655,1504,1006,0.67,0.57256,576,0.382978723,
00.27.06,1172,1064,2236,1509,0.67,0.7104,1072,0.479427549,
00.27.07,727,678,1405,980,0.7,0.68469,671,0.477580071,
00.27.08,815,756,1571,885,0.56,0.55706,493,0.313812858,
00.27.09,419,398,817,546,0.67,0.6337,346,0.423500612,
00.27.10,503,556,1059,628,0.59,0.69268,435,0.410764873,
00.27.11,690,697,1387,843,0.61,0.78055,658,0.474405191,
