Alias,Women Count,Men Count,Total Voters,Turnout,Perc Turnout,GD Share of the turnout,GD vote count,GD share of the perc turnout,
00.54.07,699,642,1341,790,0.59,0.67722,535,0.398956003,
00.54.08,683,572,1255,659,0.53,0.55083,363,0.289243028,
00.54.09,573,497,1070,613,0.57,0.62969,386,0.360747664,
00.54.10,662,603,1265,655,0.52,0.53282,349,0.275889328,
00.54.11,653,597,1250,565,0.45,0.59469,336,0.2688,
00.54.12,1327,1191,2518,1286,0.51,0.57232,736,0.292295473,
00.54.13,730,611,1341,739,0.55,0.61705,456,0.340044743,
00.54.14,718,560,1278,597,0.47,0.68677,410,0.320813772,
00.54.15,829,723,1552,834,0.54,0.66547,555,0.357603093,
00.54.16,950,957,1907,1203,0.63,0.67249,809,0.424226534,
00.54.17,181,204,385,256,0.66,0.60938,156,0.405194805,
00.54.18,691,660,1351,845,0.63,0.60947,515,0.381199112,
00.54.19,86,94,180,127,0.71,0.66142,84,0.466666667,
00.54.20,748,695,1443,916,0.63,0.67904,622,0.431046431,
00.54.21,234,200,434,268,0.62,0.67164,180,0.414746544,
00.54.22,522,525,1047,623,0.6,0.6549,408,0.389684814,
00.54.23,906,851,1757,1026,0.58,0.58674,602,0.342629482,
00.54.24,306,299,605,399,0.66,0.64411,257,0.424793388,
00.54.25,1123,1009,2132,1226,0.58,0.68271,837,0.392589118,
00.54.26,747,710,1457,839,0.58,0.59714,501,0.343857241,
00.54.27,461,480,941,623,0.66,0.6244,389,0.413390011,
00.54.28,579,582,1161,712,0.61,0.60955,434,0.373815676,
00.54.29,627,648,1275,779,0.61,0.69191,539,0.422745098,
00.54.30,330,353,683,384,0.56,0.64323,247,0.361639824,
00.54.31,176,147,323,208,0.64,0.72115,150,0.464396285,
00.54.32,76,71,147,100,0.68,0.67,67,0.455782313,
00.54.33,193,234,427,257,0.6,0.64202,165,0.386416862,
00.54.34,390,366,756,506,0.67,0.59486,301,0.398148148,
00.55.01,688,585,1273,792,0.62,0.65657,520,0.408483896,
00.55.02,1279,1080,2359,1314,0.56,0.62557,822,0.348452734,
00.55.03,716,571,1287,773,0.6,0.65071,503,0.390831391,
00.55.04,652,598,1250,727,0.58,0.63824,464,0.3712,
00.55.05,435,425,860,550,0.64,0.59636,328,0.381395349,
00.55.06,293,303,596,433,0.73,0.68822,298,0.5,
00.55.07,446,424,870,579,0.67,0.62176,360,0.413793103,
00.55.08,362,348,710,445,0.63,0.53483,238,0.335211268,
00.55.09,145,164,309,177,0.57,0.61582,109,0.352750809,
00.55.10,848,783,1631,1012,0.62,0.667,675,0.41385653,
00.55.11,144,168,312,233,0.75,0.72103,168,0.538461538,
00.55.12,729,675,1404,900,0.64,0.63778,574,0.408831909,
00.55.13,224,232,456,268,0.59,0.56343,151,0.331140351,
00.55.14,594,603,1197,727,0.61,0.64099,466,0.3893066,
00.55.15,112,108,220,160,0.73,0.7,112,0.509090909,
00.55.16,327,308,635,437,0.69,0.72769,318,0.500787402,
00.55.17,412,371,783,494,0.63,0.65789,325,0.415070243,
00.55.18,411,385,796,495,0.62,0.57576,285,0.358040201,
00.55.19,138,150,288,193,0.67,0.73057,141,0.489583333,
00.55.20,529,562,1091,662,0.61,0.63444,420,0.384967919,
00.55.21,196,231,427,303,0.71,0.56436,171,0.400468384,
00.55.22,154,207,361,238,0.66,0.65126,155,0.429362881,
00.55.23,28,31,59,48,0.81,0.83333,40,0.677966102,
00.55.24,49,44,93,82,0.88,0.67073,55,0.591397849,
00.55.25,711,513,1224,745,0.61,0.68322,509,0.415849673,
00.55.26,649,608,1257,776,0.62,0.67912,527,0.419252188,
00.55.27,0,0,0,154,0,0.87662,135,0,
00.56.01,1028,822,1850,1022,0.55,0.57828,591,0.319459459,
00.56.02,862,679,1541,840,0.55,0.58095,488,0.316677482,
00.56.03,971,799,1770,917,0.52,0.60305,553,0.312429379,
00.56.04,371,334,705,375,0.53,0.63467,238,0.337588652,
00.56.05,807,750,1557,849,0.55,0.65253,554,0.35581246,
00.56.06,1015,863,1878,921,0.49,0.71444,658,0.350372737,
00.56.07,892,748,1640,675,0.41,0.60148,406,0.247560976,
00.56.08,422,358,780,358,0.46,0.65922,236,0.302564103,
00.56.09,103,101,204,87,0.43,0.48276,42,0.205882353,
00.56.10,199,183,382,171,0.45,0.63743,109,0.285340314,
00.56.11,224,237,461,270,0.59,0.58519,158,0.342733189,
00.56.12,553,580,1133,660,0.58,0.72879,481,0.424536628,
00.56.13,409,450,859,520,0.61,0.67885,353,0.410942957,
00.56.14,167,220,387,258,0.67,0.82946,214,0.552971576,
00.56.15,216,239,455,288,0.63,0.71528,206,0.452747253,
00.56.16,558,673,1231,727,0.59,0.57497,418,0.339561332,
00.56.17,238,283,521,308,0.59,0.56169,173,0.332053743,
00.56.18,463,573,1036,675,0.65,0.63259,427,0.412162162,
00.56.19,578,683,1261,709,0.56,0.72073,511,0.405233941,
00.56.20,697,710,1407,830,0.59,0.69518,577,0.410092395,
00.56.21,166,194,360,215,0.6,0.70233,151,0.419444444,
00.56.22,285,334,619,371,0.6,0.56065,208,0.336025848,
00.56.23,170,172,342,222,0.65,0.6036,134,0.391812865,
00.56.24,478,498,976,576,0.59,0.69097,398,0.407786885,
00.56.25,290,300,590,338,0.57,0.6213,210,0.355932203,
00.56.26,251,293,544,381,0.7,0.69816,266,0.488970588,
00.56.27,580,599,1179,718,0.61,0.68384,491,0.416454623,
00.56.28,172,229,401,247,0.62,0.7085,175,0.436408978,
00.56.29,456,508,964,539,0.56,0.718,387,0.401452282,
00.56.30,473,530,1003,578,0.58,0.65398,378,0.376869392,
00.56.31,644,794,1438,907,0.63,0.72767,660,0.458970793,
00.56.32,275,298,573,365,0.64,0.57808,211,0.368237347,
00.56.33,573,616,1189,705,0.59,0.72482,511,0.429772918,
00.56.34,210,257,467,278,0.6,0.66906,186,0.398286938,
00.56.35,292,317,609,376,0.62,0.67021,252,0.413793103,
00.56.36,332,350,682,457,0.67,0.76586,350,0.513196481,
00.56.37,226,257,483,319,0.66,0.70846,226,0.467908903,
00.56.38,539,506,1045,648,0.62,0.62963,408,0.390430622,
00.56.39,543,644,1187,700,0.59,0.63714,446,0.375737152,
00.56.40,209,266,475,279,0.59,0.65591,183,0.385263158,
00.56.41,432,498,930,593,0.64,0.68465,406,0.43655914,
00.56.42,218,278,496,309,0.62,0.70227,217,0.4375,
00.56.43,156,182,338,227,0.67,0.56388,128,0.378698225,
00.56.44,414,440,854,602,0.7,0.64452,388,0.454332553,
00.56.45,336,380,716,429,0.6,0.61538,264,0.368715084,
00.56.46,115,128,243,187,0.77,0.68449,128,0.526748971,
00.56.47,246,270,516,312,0.6,0.66026,206,0.399224806,
00.56.48,165,194,359,234,0.65,0.64957,152,0.423398329,
00.56.49,74,91,165,105,0.64,0.53333,56,0.339393939,
00.57.01,546,537,1083,534,0.49,0.55805,298,0.275161588,
00.57.02,501,499,1000,567,0.57,0.67901,385,0.385,
00.57.03,823,711,1534,821,0.54,0.54933,451,0.294002608,
00.57.04,789,699,1488,889,0.6,0.57255,509,0.342069892,
00.57.05,977,884,1861,1022,0.55,0.5636,576,0.309511016,
00.57.06,982,841,1823,933,0.51,0.62594,584,0.32035107,
00.57.07,566,465,1031,512,0.5,0.63086,323,0.31328807,
00.57.08,304,334,638,436,0.68,0.43807,191,0.299373041,
00.57.09,159,154,313,211,0.67,0.63981,135,0.431309904,
00.57.10,251,244,495,332,0.67,0.59639,198,0.4,
00.57.11,238,256,494,334,0.68,0.6018,201,0.406882591,
00.57.12,336,337,673,470,0.7,0.67447,317,0.47102526,
00.57.13,143,119,262,181,0.69,0.60773,110,0.419847328,
00.57.14,110,114,224,165,0.74,0.63636,105,0.46875,
00.57.15,199,198,397,286,0.72,0.6993,200,0.503778338,
00.57.16,126,116,242,175,0.72,0.58857,103,0.425619835,
00.57.17,499,497,996,696,0.7,0.55747,388,0.389558233,
00.57.18,254,240,494,374,0.76,0.51604,193,0.390688259,
00.57.19,52,60,112,89,0.79,0.58427,52,0.464285714,
00.57.20,295,292,587,416,0.71,0.63702,265,0.451448041,
00.57.21,417,394,811,539,0.66,0.52134,281,0.34648582,
00.57.22,226,189,415,281,0.68,0.5694,160,0.385542169,
00.57.23,219,208,427,294,0.69,0.58503,172,0.402810304,
00.57.24,88,103,191,120,0.63,0.60833,73,0.382198953,
00.57.25,149,158,307,197,0.64,0.63452,125,0.407166124,
00.57.26,101,95,196,158,0.81,0.55063,87,0.443877551,
00.57.27,189,177,366,258,0.7,0.64729,167,0.456284153,
00.57.28,17,28,45,44,0.98,0.45455,20,0.444444444,
00.57.29,282,297,579,349,0.6,0.59885,209,0.360967185,
00.57.30,62,60,122,86,0.7,0.67442,58,0.475409836,
00.57.31,424,390,814,410,0.5,0.6122,251,0.308353808,
00.58.01,1139,878,2017,1119,0.55,0.51385,575,0.285076847,
00.58.02,781,608,1389,725,0.52,0.54759,397,0.285817135,
00.58.03,1316,1000,2316,1244,0.54,0.48473,603,0.260362694,
00.58.04,1100,905,2005,1106,0.55,0.49277,545,0.271820449,
00.58.05,1159,842,2001,1110,0.55,0.58108,645,0.322338831,
00.58.06,1073,877,1950,1101,0.56,0.52952,583,0.298974359,
00.58.07,598,704,1302,604,0.46,0.61424,371,0.284946237,
00.58.08,565,555,1120,709,0.63,0.622,441,0.39375,
00.58.09,270,249,519,294,0.57,0.4932,145,0.27938343,
00.58.10,275,282,557,300,0.54,0.53,159,0.28545781,
00.58.11,532,495,1027,624,0.61,0.60256,376,0.366114898,
00.58.12,219,202,421,251,0.6,0.53386,134,0.318289786,
00.58.13,170,166,336,232,0.69,0.55603,129,0.383928571,
00.58.14,370,350,720,444,0.62,0.59459,264,0.366666667,
00.58.15,596,632,1228,734,0.6,0.58174,427,0.34771987,
00.58.16,654,645,1299,737,0.57,0.62415,460,0.354118553,
00.58.17,315,318,633,408,0.64,0.60539,247,0.390205371,
00.58.18,438,385,823,450,0.55,0.52,234,0.284325638,
00.58.19,72,99,171,89,0.52,0.67416,60,0.350877193,
00.58.20,209,207,416,249,0.6,0.64659,161,0.387019231,
00.58.21,94,95,189,144,0.76,0.77083,111,0.587301587,
00.58.22,98,125,223,156,0.7,0.69231,108,0.484304933,
00.58.23,812,805,1617,914,0.57,0.57002,521,0.322201608,
00.58.24,638,624,1262,657,0.52,0.57078,375,0.297147385,
00.58.25,443,476,919,545,0.59,0.64037,349,0.379760609,
00.58.26,543,477,1020,656,0.64,0.53811,353,0.346078431,
00.58.27,280,251,531,310,0.58,0.55806,173,0.325800377,
00.58.28,116,108,224,171,0.76,0.67251,115,0.513392857,
00.58.29,59,55,114,76,0.67,0.67105,51,0.447368421,
00.58.30,158,165,323,197,0.61,0.54822,108,0.334365325,
00.58.31,292,277,569,360,0.63,0.625,225,0.39543058,
00.58.32,183,176,359,223,0.62,0.55605,124,0.3454039,
00.58.33,108,114,222,145,0.65,0.5931,86,0.387387387,
00.58.34,390,383,773,459,0.59,0.61656,283,0.36610608,
00.58.35,442,412,854,517,0.61,0.56673,293,0.343091335,
00.58.36,653,598,1251,652,0.52,0.56442,368,0.294164668,
00.58.37,445,432,877,542,0.62,0.5738,311,0.354618016,
00.58.38,544,507,1051,624,0.59,0.64103,400,0.380589914,
00.58.39,168,175,343,219,0.64,0.62557,137,0.39941691,
00.58.40,151,133,284,184,0.65,0.56522,104,0.366197183,
00.58.41,41,64,105,69,0.66,0.65217,45,0.428571429,
00.58.42,373,357,730,483,0.66,0.77019,372,0.509589041,
00.58.43,316,253,569,376,0.66,0.81915,308,0.541300527,
00.58.44,620,639,1259,703,0.56,0.55477,390,0.309769658,
00.58.45,490,387,877,363,0.41,0.42975,156,0.177879133,
00.58.46,552,516,1068,572,0.54,0.57343,328,0.307116105,
00.58.47,415,474,889,507,0.57,0.53452,271,0.304836895,
00.58.48,635,579,1214,738,0.61,0.63957,472,0.388797364,
00.58.49,473,432,905,513,0.57,0.58285,299,0.33038674,
00.58.50,373,375,748,477,0.64,0.6457,308,0.411764706,
00.58.51,350,361,711,428,0.6,0.56308,241,0.338959212,
00.58.52,351,403,754,468,0.62,0.56838,266,0.352785146,
00.58.53,609,489,1098,614,0.56,0.5342,328,0.298724954,
00.58.54,226,231,457,317,0.69,0.57098,181,0.396061269,
00.58.55,470,483,953,531,0.56,0.49906,265,0.278069255,
00.58.56,353,389,742,405,0.55,0.50617,205,0.276280323,
00.58.57,492,380,872,479,0.55,0.53445,256,0.293577982,
00.58.58,0,0,0,200,0,0.945,189,0,
00.59.01,510,400,910,550,0.6,0.62182,342,0.375824176,
00.59.02,1449,1127,2576,1333,0.52,0.47787,637,0.247282609,
00.59.03,575,501,1076,595,0.55,0.46555,277,0.257434944,
00.59.04,1325,1060,2385,1161,0.49,0.42377,492,0.206289308,
00.59.05,1320,1096,2416,1207,0.5,0.42254,510,0.211092715,
00.59.06,1138,984,2122,1175,0.55,0.42723,502,0.236569274,
00.59.07,1159,958,2117,1192,0.56,0.44547,531,0.250826641,
00.59.08,1673,1271,2944,1529,0.52,0.48332,739,0.251019022,
00.59.09,817,594,1411,851,0.6,0.54877,467,0.330970943,
00.59.10,675,539,1214,760,0.63,0.52105,396,0.326194399,
00.59.11,810,598,1408,804,0.57,0.51119,411,0.291903409,
00.59.12,767,619,1386,796,0.57,0.5,398,0.287157287,
00.59.13,1477,1255,2732,1508,0.55,0.47414,715,0.261713031,
00.59.14,1229,1013,2242,1259,0.56,0.444,559,0.249330955,
00.59.15,773,609,1382,826,0.6,0.47942,396,0.286541245,
00.59.16,1378,1091,2469,1444,0.58,0.44945,649,0.262859457,
00.59.17,1674,1317,2991,1623,0.54,0.46765,759,0.253761284,
00.59.18,1157,938,2095,1136,0.54,0.46655,530,0.252983294,
00.59.19,618,455,1073,517,0.48,0.58994,305,0.284249767,
00.59.20,872,748,1620,894,0.55,0.55593,497,0.306790123,
00.59.21,1352,1147,2499,1363,0.55,0.51724,705,0.282112845,
00.59.22,1520,1280,2800,1504,0.54,0.50665,762,0.272142857,
00.59.23,1632,1179,2811,1651,0.59,0.50636,836,0.297403059,
00.59.24,1624,1330,2954,1613,0.55,0.47365,764,0.258632363,
00.59.25,1451,1140,2591,1410,0.54,0.46879,661,0.255113856,
00.59.26,1274,921,2195,1236,0.56,0.5,618,0.281548975,
00.59.27,1690,1270,2960,1500,0.51,0.47733,716,0.241891892,
00.59.28,1004,721,1725,941,0.55,0.51222,482,0.27942029,
00.59.29,1586,1161,2747,1423,0.52,0.44694,636,0.2315253,
00.59.30,866,582,1448,823,0.57,0.51154,421,0.290745856,
00.59.31,1541,1085,2626,1327,0.51,0.47551,631,0.240289414,
00.59.32,1583,1234,2817,1422,0.5,0.42546,605,0.214767483,
00.59.33,1642,1245,2887,1414,0.49,0.41938,593,0.205403533,
00.59.34,768,551,1319,674,0.51,0.35163,237,0.179681577,
00.59.35,1238,979,2217,1097,0.49,0.44941,493,0.222372576,
00.59.36,1584,1266,2850,1440,0.51,0.44097,635,0.222807018,
00.59.37,1433,1140,2573,1296,0.5,0.50694,657,0.255343956,
00.59.38,1243,1256,2499,1235,0.49,0.46964,580,0.232092837,
00.59.39,521,456,977,576,0.59,0.49132,283,0.289662231,
00.59.40,1175,983,2158,1090,0.51,0.48624,530,0.245597776,
00.59.41,1551,1237,2788,1541,0.55,0.49254,759,0.272238164,
00.59.42,1477,1237,2714,1532,0.56,0.4765,730,0.268975682,
00.59.43,1486,1143,2629,1271,0.48,0.43273,550,0.209205021,
00.59.44,1517,1187,2704,1399,0.52,0.396,554,0.204881657,
00.59.45,1303,1000,2303,1126,0.49,0.38099,429,0.186278767,
00.59.46,927,703,1630,818,0.5,0.47677,390,0.239263804,
00.59.47,1415,1145,2560,1242,0.49,0.44767,556,0.2171875,
00.59.48,1205,957,2162,993,0.46,0.52165,518,0.239592969,
00.59.49,1306,1044,2350,1111,0.47,0.46985,522,0.22212766,
00.59.50,610,457,1067,530,0.5,0.48302,256,0.239925023,
00.59.51,702,534,1236,649,0.53,0.57473,373,0.301779935,
00.59.52,1415,1130,2545,1367,0.54,0.52012,711,0.279371316,
00.59.53,1429,1079,2508,1235,0.49,0.48016,593,0.236443381,
00.59.54,1340,1079,2419,1231,0.51,0.50853,626,0.258784622,
00.59.55,1155,902,2057,1029,0.5,0.4276,440,0.213903743,
00.59.56,1331,1040,2371,1193,0.5,0.47527,567,0.239139604,
00.59.57,1581,1208,2789,1446,0.52,0.4343,628,0.225170312,
00.59.58,1316,1022,2338,1232,0.53,0.43912,541,0.231394354,
00.59.59,1520,1178,2698,1366,0.51,0.42679,583,0.21608599,
00.59.60,1477,1163,2640,1340,0.51,0.47463,636,0.240909091,
00.59.61,1122,859,1981,961,0.49,0.48907,470,0.237253912,
00.59.62,1425,1119,2544,1300,0.51,0.48615,632,0.248427673,
00.59.63,1392,1068,2460,1402,0.57,0.44793,628,0.255284553,
00.59.64,1224,990,2214,1215,0.55,0.53909,655,0.295844625,
00.59.65,1308,1036,2344,1272,0.54,0.45755,582,0.248293515,
00.59.66,822,635,1457,834,0.57,0.43645,364,0.249828415,
00.59.67,783,686,1469,800,0.54,0.4425,354,0.240980259,
00.59.68,849,574,1423,753,0.53,0.46348,349,0.2452565,
00.59.69,613,481,1094,547,0.5,0.50457,276,0.252285192,
00.59.70,818,606,1424,752,0.53,0.45612,343,0.240870787,
00.59.71,717,649,1366,801,0.59,0.49438,396,0.289897511,
00.59.72,0,0,0,209,0,0.87081,182,0,
00.60.01,707,586,1293,818,0.63,0.66993,548,0.423820572,
00.60.02,1218,1064,2282,1422,0.62,0.59916,852,0.373356705,
00.60.03,1147,886,2033,1253,0.62,0.65044,815,0.400885391,
00.60.04,567,440,1007,619,0.61,0.59935,371,0.368421053,
00.60.05,1351,1012,2363,1393,0.59,0.54487,759,0.321201862,
00.60.06,1063,879,1942,1318,0.68,0.68134,898,0.462409887,
00.60.07,1185,936,2121,1185,0.56,0.62025,735,0.346534653,
00.60.08,1208,1257,2465,1372,0.56,0.65962,905,0.367139959,
00.60.09,903,928,1831,1149,0.63,0.53351,613,0.334789732,
00.60.10,389,334,723,518,0.72,0.78958,409,0.565698479,
00.60.11,187,154,341,230,0.67,0.65217,150,0.439882698,
00.60.12,952,1030,1982,1217,0.61,0.60066,731,0.368819374,
00.60.13,469,492,961,550,0.57,0.69091,380,0.395421436,
00.60.14,436,443,879,584,0.66,0.7363,430,0.489192264,
00.60.15,625,621,1246,836,0.67,0.59091,494,0.3964687,
00.60.16,401,399,800,553,0.69,0.62568,346,0.4325,
00.60.17,732,654,1386,835,0.6,0.68024,568,0.40981241,
00.60.18,919,877,1796,1046,0.58,0.63767,667,0.371380846,
00.60.19,506,467,973,683,0.7,0.70132,479,0.492291881,
00.60.20,494,451,945,641,0.68,0.69267,444,0.46984127,
00.60.21,544,501,1045,621,0.59,0.6715,417,0.399043062,
00.60.22,358,338,696,428,0.61,0.73131,313,0.449712644,
00.60.23,567,582,1149,696,0.61,0.75718,527,0.458659704,
00.60.24,1024,952,1976,1264,0.64,0.64873,820,0.414979757,
00.60.25,733,731,1464,959,0.66,0.66215,635,0.433743169,
00.60.26,572,558,1130,728,0.64,0.68819,501,0.443362832,
00.60.27,1036,1038,2074,1131,0.55,0.59947,678,0.326904532,
00.60.28,335,307,642,377,0.59,0.72944,275,0.42834891,
00.60.29,317,336,653,470,0.72,0.67234,316,0.483920368,
00.60.30,426,392,818,520,0.64,0.65769,342,0.41809291,
00.60.31,579,572,1151,648,0.56,0.59259,384,0.333622937,
00.60.32,522,564,1086,626,0.58,0.71406,447,0.41160221,
00.60.33,657,668,1325,833,0.63,0.64946,541,0.408301887,
00.60.34,385,417,802,517,0.64,0.70213,363,0.452618454,
00.60.35,1026,892,1918,1185,0.62,0.62025,735,0.383211679,
00.60.36,264,255,519,345,0.66,0.70435,243,0.468208092,
00.60.37,635,677,1312,725,0.55,0.64138,465,0.354420732,
00.60.38,685,710,1395,895,0.64,0.6905,618,0.443010753,
00.60.39,743,694,1437,885,0.62,0.61356,543,0.377870564,
00.60.40,697,683,1380,902,0.65,0.60976,550,0.398550725,
00.60.41,373,394,767,535,0.7,0.63738,341,0.444589309,
00.60.42,461,465,926,581,0.63,0.66609,387,0.417926566,
00.60.43,446,337,783,494,0.63,0.60931,301,0.384418902,
00.60.44,304,347,651,343,0.53,0.69388,238,0.365591398,
00.60.45,915,905,1820,1026,0.56,0.66569,683,0.375274725,
00.60.46,0,0,0,127,0,0.82677,105,0,
00.61.01,737,644,1381,825,0.6,0.61576,508,0.367849385,
00.61.02,1287,1043,2330,1297,0.56,0.58443,758,0.325321888,
00.61.03,1142,964,2106,1197,0.57,0.61654,738,0.35042735,
00.61.04,477,479,956,593,0.62,0.6796,403,0.421548117,
00.61.05,173,202,375,237,0.63,0.59072,140,0.373333333,
00.61.06,408,402,810,572,0.71,0.7028,402,0.496296296,
00.61.07,468,442,910,565,0.62,0.51858,293,0.321978022,
00.61.08,595,592,1187,764,0.64,0.64136,490,0.412805392,
00.61.09,396,415,811,487,0.6,0.65092,317,0.390875462,
00.61.10,336,357,693,434,0.63,0.52765,229,0.33044733,
00.61.11,704,683,1387,865,0.62,0.6578,569,0.410237924,
00.61.12,376,382,758,481,0.63,0.64449,310,0.408970976,
00.61.13,264,269,533,350,0.66,0.64857,227,0.425891182,
00.61.14,421,385,806,502,0.62,0.60159,302,0.374689826,
00.61.15,161,162,323,210,0.65,0.69048,145,0.448916409,
00.61.16,176,183,359,227,0.63,0.70925,161,0.448467967,
00.61.17,254,226,480,324,0.68,0.60185,195,0.40625,
00.61.18,294,333,627,374,0.6,0.4893,183,0.291866029,
00.61.19,436,393,829,467,0.56,0.46895,219,0.264173703,
00.61.20,612,542,1154,700,0.61,0.59571,417,0.36135182,
00.61.21,644,682,1326,736,0.56,0.6019,443,0.334087481,
00.61.22,486,432,918,586,0.64,0.72355,424,0.461873638,
00.61.23,760,720,1480,912,0.62,0.66009,602,0.406756757,
00.61.24,650,672,1322,819,0.62,0.56288,461,0.34871407,
00.61.25,225,234,459,267,0.58,0.62172,166,0.361655773,
00.61.26,142,144,286,174,0.61,0.48276,84,0.293706294,
00.61.27,276,296,572,336,0.59,0.56845,191,0.333916084,
00.61.28,213,270,483,290,0.6,0.57241,166,0.3436853,
00.61.29,170,171,341,218,0.64,0.56881,124,0.363636364,
00.61.30,325,299,624,372,0.6,0.61559,229,0.366987179,
00.61.31,303,325,628,384,0.61,0.54688,210,0.334394904,
00.62.01,913,792,1705,1144,0.67,0.63462,726,0.425806452,
00.62.02,336,325,661,442,0.67,0.6086,269,0.406959153,
00.62.03,229,241,470,316,0.67,0.59177,187,0.39787234,
00.62.04,387,380,767,472,0.62,0.69492,328,0.427640156,
00.62.05,275,276,551,406,0.74,0.65764,267,0.484573503,
00.62.06,430,419,849,568,0.67,0.79225,450,0.530035336,
00.62.07,315,312,627,390,0.62,0.64872,253,0.403508772,
00.62.08,55,46,101,75,0.74,0.74667,56,0.554455446,
00.62.09,191,185,376,225,0.6,0.63111,142,0.377659574,
00.62.10,157,171,328,241,0.73,0.6473,156,0.475609756,
00.62.11,110,140,250,172,0.69,0.57558,99,0.396,
00.62.12,101,112,213,150,0.7,0.65333,98,0.460093897,
00.62.13,134,149,283,210,0.74,0.64762,136,0.480565371,
00.62.14,114,134,248,178,0.72,0.60112,107,0.431451613,
00.62.15,456,460,916,651,0.71,0.60061,391,0.426855895,
00.62.16,413,391,804,562,0.7,0.74199,417,0.518656716,
00.62.17,104,124,228,170,0.75,0.79412,135,0.592105263,
00.62.18,105,90,195,150,0.77,0.82667,124,0.635897436,
00.62.19,158,151,309,172,0.56,0.59302,102,0.330097087,
00.62.20,142,153,295,210,0.71,0.75714,159,0.538983051,
00.62.21,155,165,320,242,0.76,0.73554,178,0.55625,
00.62.22,306,332,638,367,0.58,0.6376,234,0.36677116,
00.62.23,349,338,687,485,0.71,0.76907,373,0.54294032,
00.62.24,253,264,517,385,0.74,0.72468,279,0.539651838,
00.62.25,447,431,878,513,0.58,0.63743,327,0.372437358,
00.62.26,264,256,520,390,0.75,0.6359,248,0.476923077,
00.62.27,347,314,661,451,0.68,0.6541,295,0.446293495,
00.62.28,99,85,184,126,0.68,0.73016,92,0.5,
00.62.29,443,456,899,604,0.67,0.67053,405,0.450500556,
00.62.30,195,214,409,276,0.67,0.67754,187,0.457212714,
00.62.31,484,465,949,575,0.61,0.67826,390,0.410958904,
00.62.32,64,60,124,90,0.73,0.67778,61,0.491935484,
00.62.33,212,192,404,258,0.64,0.5814,150,0.371287129,
00.63.01,1084,858,1942,1147,0.59,0.62337,715,0.368177137,
00.63.02,886,749,1635,1046,0.64,0.6262,655,0.400611621,
00.63.03,717,638,1355,839,0.62,0.63051,529,0.390405904,
00.63.04,242,281,523,364,0.7,0.66758,243,0.464627151,
00.63.05,470,503,973,665,0.68,0.6406,426,0.437821172,
00.63.06,370,395,765,516,0.67,0.62403,322,0.420915033,
00.63.07,793,693,1486,920,0.62,0.64891,597,0.401749664,
00.63.08,430,437,867,548,0.63,0.60584,332,0.382929642,
00.63.09,574,532,1106,697,0.63,0.5868,409,0.369801085,
00.63.10,271,276,547,371,0.68,0.71429,265,0.484460695,
00.63.11,655,645,1300,809,0.62,0.70457,570,0.438461538,
00.63.12,532,575,1107,720,0.65,0.5375,387,0.349593496,
00.63.13,343,372,715,441,0.62,0.52834,233,0.325874126,
00.63.14,497,460,957,557,0.58,0.59964,334,0.349007315,
00.63.15,331,328,659,437,0.66,0.61785,270,0.409711684,
00.63.16,466,448,914,607,0.66,0.55354,336,0.36761488,
00.63.17,469,461,930,588,0.63,0.59864,352,0.378494624,
00.63.18,323,362,685,466,0.68,0.68026,317,0.462773723,
00.63.19,250,235,485,296,0.61,0.56081,166,0.342268041,
00.63.20,404,372,776,499,0.64,0.5992,299,0.385309278,
00.64.01,1080,851,1931,1069,0.55,0.48644,520,0.269290523,
00.64.02,510,416,926,554,0.6,0.53791,298,0.321814255,
00.64.03,539,447,986,567,0.58,0.5679,322,0.326572008,
00.64.04,540,424,964,564,0.59,0.51241,289,0.299792531,
00.64.05,581,440,1021,517,0.51,0.51064,264,0.258570029,
00.64.06,282,245,527,310,0.59,0.49677,154,0.292220114,
00.64.07,673,576,1249,763,0.61,0.51769,395,0.316253002,
00.64.08,741,650,1391,764,0.55,0.42277,323,0.232207045,
00.64.09,713,652,1365,745,0.55,0.49933,372,0.272527473,
00.64.10,658,535,1193,676,0.57,0.56805,384,0.321877619,
00.64.11,408,319,727,404,0.56,0.49257,199,0.273727648,
00.64.12,718,593,1311,716,0.55,0.53352,382,0.291380625,
00.64.13,779,684,1463,726,0.5,0.51928,377,0.257689679,
00.64.14,1273,1014,2287,1178,0.52,0.44822,528,0.230870136,
00.64.15,1370,1160,2530,1378,0.54,0.45646,629,0.248616601,
00.64.16,1180,994,2174,1118,0.51,0.46512,520,0.239190432,
00.64.17,642,654,1296,774,0.6,0.52067,403,0.31095679,
00.64.18,415,395,810,553,0.68,0.40325,223,0.275308642,
00.64.19,241,267,508,344,0.68,0.59593,205,0.403543307,
00.64.20,462,500,962,642,0.67,0.58879,378,0.392931393,
00.64.21,231,227,458,317,0.69,0.66246,210,0.458515284,
00.64.22,711,638,1349,800,0.59,0.515,412,0.305411416,
00.64.23,256,251,507,328,0.65,0.47866,157,0.309664694,
00.64.24,330,312,642,452,0.7,0.50664,229,0.356697819,
00.64.25,99,98,197,121,0.61,0.60331,73,0.370558376,
00.64.26,475,480,955,605,0.63,0.52231,316,0.330890052,
00.64.27,996,933,1929,1089,0.56,0.54821,597,0.309486781,
00.64.28,540,532,1072,636,0.59,0.55031,350,0.326492537,
00.64.29,298,288,586,422,0.72,0.6019,254,0.433447099,
